Unnamed: 0,Doc,OP_Updated_Num,OP_Unit,OTR_Updated_Num,OTR_Unit,PCO2_Updated_Num,PCO2_Unit,WVTR_Updated_Num,WVTR_Unit,WVP_Updated_Num,WVP_Unit,thickness_Updated_Num,thickness_Unit,temperature_Updated_Num,temperature_Unit,RH_Updated_Num,RH_Unit,Base Material,Type,Secondary Material,Composition,Plasticizer,OTR_temperature_Num,OTR_RH_Num
189,Barrier and mechanical properties of carrot puree films,,,,,,,286446.5856,g/m2day,282700.8,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’1.0’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
190,Barrier and mechanical properties of carrot puree films,,,,,,,276028.75440000003,g/m2day,272419.2,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.7’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
191,Barrier and mechanical properties of carrot puree films,,,,,,,235407.9672,g/m2day,232329.6,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.5’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
192,Barrier and mechanical properties of carrot puree films,,,,,,,213784.40160000004,g/m2day,210988.80000000002,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
193,Barrier and mechanical properties of carrot puree films,,,,,,,200127.41280000002,g/m2day,197510.40000000002,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.1’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
194,Barrier and mechanical properties of carrot puree films,,,,,,,190935.2088,g/m2day,188438.4,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.0’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
195,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,,,,,10359.467999999972,g/m2day,10223.99999999997,gum/m2daykPa,0.0001,,25.0,°C,60.0,%,polypropylene,individual,None,None,,25.0,60.0
196,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.0231481481481481,cm3/m2s,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,individual,None,None,,23.0,0.0
197,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.0053935185185185,cm3/m2s,,,,,,,4e-06,m,23.0,°C,0.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ’15.0’, ’%’]","[‘PEG’, ’0.2’, ’%’]",23.0,0.0
198,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.009386574074074,cm3/m2s,,,,,,,4e-06,m,23.0,°C,0.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ‘5.0’, ’%’]","[‘PEG’, ’0.2’, ’%’]",23.0,0.0
199,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.0099305555555555,cm3/m2s,,,,,,,4e-06,m,23.0,°C,0.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ’5.0’, ’%’]","[‘PEG’, ’0.5’, ’%’]",23.0,0.0
200,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.007048611111111,cm3/m2s,,,,,,,4e-06,m,23.0,°C,0.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ‘5.0’, ’%’]","[‘GLY’, ’0.2’, ’%’]",23.0,0.0
201,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,0.0056481481481481,cm3/m2s,,,,,,,4e-06,m,23.0,°C,0.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ’5.0’, ’%’]","[‘GLY’, ’0.5’, ’%’]",23.0,0.0
202,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,,,,,55080.27000000007,g/m2day,2174.400000000003,gum/m2daykPa,4e-06,m,25.0,°C,60.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ‘5.0’, ’%’]","[‘PEG’, ’0.2’, ’%’]",25.0,60.0
203,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,,,,,240748.2,g/m2day,9504.0,gum/m2daykPa,4e-06,m,25.0,°C,60.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ’5.0’, ’%’]","[‘PEG’, ’0.5’, ’%’]",25.0,60.0
204,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,,,,,34653.14999999993,g/m2day,1367.999999999997,gum/m2daykPa,4e-06,m,25.0,°C,60.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ‘5.0’, ’%’]","[‘GLY’, ’0.2’, ’%’]",25.0,60.0
205,Water vapor and oxygen-barrier performance of corn–zein coated polypropylene films,,,,,,,78425.54999999992,g/m2day,3095.9999999999964,gum/m2daykPa,4e-06,m,25.0,°C,60.0,%,polypropylene,coated,corn–zein,"[‘CZ’, ’5.0’, ’%’]","[‘GLY’, ’0.5’, ’%’]",25.0,60.0
206,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,13395.164999999977,g/m2day,13219.999999999976,gum/m2daykPa,0.0001,,,,,,chitosan,individual,None,None,,23.0,50.0
207,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,7943.879999999996,g/m2day,7839.999999999995,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,individual,None,None,"[‘GLY’, ’0.4’, ’%’]",23.0,90.0
208,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,9119.250000000031,g/m2day,9000.00000000003,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,individual,None,None,"[‘sorbitol’,’0.1’,’%’]",23.0,90.0
209,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,16515.974999999966,g/m2day,16299.999999999965,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,individual,None,None,"[‘sorbitol’, ’0.5’, ’%’]",23.0,90.0
210,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,19251.749999999964,g/m2day,18999.999999999964,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,individual,None,None,"[‘PEG’, ’0.2’, ’%’]",23.0,90.0
211,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,1000.0000000000001,g/m2day,986.923266716013,gum/m2daykPa,0.0001,,23.0,℃,50.0,%,chitosan,individual,None,None,"[‘GLY’, ’0.25’, ’mL/g’]",23.0,50.0
212,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,759.9999999999995,g/m2day,750.0616827041692,gum/m2daykPa,0.0001,,23.0,℃,50.0,%,chitosan,individual,None,None,"[‘GLY’, ’0.25’, ’mL/g’]",23.0,50.0
213,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,13699.140000000047,g/m2day,13520.000000000045,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,blend,stearic acid,"[‘FA’, ’0.5’, ’%’]",fatty acid,23.0,90.0
214,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,,,,,14611.064999999988,g/m2day,14419.999999999987,gum/m2daykPa,0.0001,,,,90.0,%,chitosan,blend,palmitic acid,"[‘FA’, ’0.5’, ’%’]",fatty acid,23.0,90.0
215,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,3.7037037037037e-06,cm3cm/m2Pas,,,,,,,0.0001,,,,,,chitosan,individual,None,None,,23.0,50.0
216,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,7.39583333333333e-08,cm3cm/m2Pas,,,,,,,0.0001,,,,,,chitosan,blend,palmitic acid,"[‘FA’, ’0.1’, ’%’]",fatty acid,23.0,50.0
217,Effect of plasticizers and fatty acids on mechanical and permeability characteristics of chitosan films,,,2.70833333333333e-08,cm3cm/m2Pas,,,,,,,0.0001,,23.0,℃,60.0,%,chitosan,blend,palmitic acid,None,fatty acid,23.0,60.0
218,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,1202287796.8500032,cm3um/m2dayatm,12022877.968500033,cm3/m2day,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,individual,None,"[‘OMMT’, ‘0.0’, ‘%’]",,23.0,0.0
219,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,959128467.1500003,cm3um/m2dayatm,9591284.671500003,cm3/m2day,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,nanocomposite,OMMT,"[‘OMMT’, ‘1.0’, ‘%’]",,23.0,0.0
220,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,824039950.6500033,cm3um/m2dayatm,8240399.506500033,cm3/m2day,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,nanocomposite,OMMT,"[‘OMMT’, ‘2.0’, ‘%’]",,23.0,0.0
221,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,715969137.4500027,cm3um/m2dayatm,7159691.374500027,cm3/m2day,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,nanocomposite,OMMT,"[‘OMMT’, ‘3.0’, ‘%’]",,23.0,0.0
222,Gas permeation and mechanical properties of polypropylene nanocomposites with thermally-stable imidazolium modified clay,648424879.2000002,cm3um/m2dayatm,6484248.792000001,cm3/m2day,,,,,,,0.0001,,23.0,°C,0.0,%,polypropylene,nanocomposite,OMMT,"[‘OMMT’, ‘4.0’, ‘%’]",,23.0,0.0
223,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,,,,,4.4e-09,gm/m2s,,,,,3e-05,m,23.0,°C,50.0,%,polylactic acid,individual,None,None,,23.0,50.0
224,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,,,,,2.77e-14,gm/m2Pas,,,,,3e-05,m,25.0,°C,0.0,%,polylactic acid,individual,None,None,,25.0,0.0
225,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,,,,,1.99e-14,gm/m2Pas,,,,,3e-05,m,25.0,°C,0.0,%,polylactic acid,individual,None,None,,25.0,0.0
226,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,5.3e-09,gm/m2s,,,,,,,,,3e-05,m,23.0,°C,50.0,%,polylactic acid,individual,None,None,,23.0,50.0
227,Design of biodegradable bio-based equilibrium modified atmosphere packaging (EMAP) for fresh fruits and vegetables by using micro-perforated poly-lactic acid (PLA) films,,,,,,,,,1.4e-06,gm/m2s,3e-05,m,23.0,°C,50.0,%,polylactic acid,individual,None,None,,23.0,50.0
228,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,32837.31910368,cm3um/m2dayatm,328.3731910368,cm3/m2day,,,,,,,0.0001,m,20.0,°C,,,polylactic acid,individual,None,None,,20.0,50.0
229,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,27583.352949599997,cm3um/m2dayatm,275.833529496,cm3/m2day,,,,,,,0.0001,m,20.0,°C,,,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘3.8’, ‘%’]",,20.0,50.0
230,Effect of an organo-modified montmorillonite on PLA crystallization and gas barrier properties,24953.332068,cm3um/m2dayatm,249.53332068,cm3/m2day,,,,,,,0.0001,m,20.0,°C,,,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘7.9’, ‘%’]",,20.0,50.0
231,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,433.5552,g/m2day,898.56,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,individual,None,None,,20.0,50.0
232,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,416.88,g/m2day,864.0,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,nanocomposite,Ag,"[‘Ag’, ‘1.0’, ‘%’]",,20.0,50.0
233,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,275.1408,g/m2day,570.24,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,nanocomposite,"CNC, Ag","[[‘CNC’, ‘1.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,20.0,50.0
234,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,179.25839999999997,g/m2day,371.52,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,nanocomposite,"sCNC, Ag","[[‘sCNC’, ‘1.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,20.0,50.0
235,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,229.28400000000002,g/m2day,475.20000000000005,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,nanocomposite,"CNC, Ag","[[‘CNC’, ‘5.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,20.0,50.0
236,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,,,,,179.25839999999997,g/m2day,371.52,gum/m2daykPa,0.00021,m,20.0,°C,50.0,%,polylactic acid,nanocomposite,"sCNC, Ag","[[‘sCNC’, ‘5.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,20.0,50.0
237,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,3.5300926e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,individual,None,None,,25.0,50.0
238,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,2.7662037e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,nanocomposite,Ag,"[‘Ag’, ‘1.0’, ‘%’]",,25.0,50.0
239,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,1.9097222e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,nanocomposite,"CNC, Ag","[[‘CNC’, ‘1.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,25.0,50.0
240,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,1.6435185e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,nanocomposite,"sCNC, Ag","[[‘sCNC’, ‘1.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,25.0,50.0
241,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,2.0601852e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,nanocomposite,"CNC, Ag","[[‘CNC’, ‘5.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,25.0,50.0
242,Combined effects of cellulose nanocrystals and silver nanoparticles on the barrier and migration properties of PLA nano-biocomposites,,,1.4583333e-05,cm3cm/m2s,,,,,,,0.00021,m,25.0,°C,,,polylactic acid,nanocomposite,"sCNC, Ag","[[‘sCNC’, ‘5.0’, ‘%’], [‘Ag’, ‘1.0’, ‘%’]]",,25.0,50.0
243,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,,,,,,,107329.66617429837,g/m2day,71712.0,gum/m2daykPa,6.77e-05,m,25.0,°C,50.0,%,SPI,individual,None,None,,25.0,50.0
244,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,,,,,,,118149.89268292682,g/m2day,71712.0,gum/m2daykPa,6.15e-05,m,25.0,°C,50.0,%,SPI,individual,None,None,,25.0,50.0
245,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,,,,,,,108473.87755102041,g/m2day,73440.0,gum/m2daykPa,6.86e-05,m,25.0,°C,50.0,%,SPI,individual,None,None,,25.0,50.0
246,Mechanical properties and water vapor permeability of edible films made from fractionated soy proteins with ultrafiltration,,,,,,,106275.93323216995,g/m2day,69120.0,gum/m2daykPa,6.59e-05,m,25.0,°C,50.0,%,SPI,individual,None,None,,25.0,50.0
247,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,75.515495773032,cm3um/m2dayatm,3.02061983092128,cm3/m2day,,,,,,,2.5e-05,m,,,,,polyethylene terephthalate,nanocomposite,OMMT,"[‘OMMT’, ‘0.0’, ‘%’]",,23.0,50.0
248,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,55.874657935151994,cm3um/m2dayatm,2.23498631740608,cm3/m2day,,,,,,,2.5e-05,m,,,,,polyethylene terephthalate,nanocomposite,OMMT,"[‘OMMT’, ‘1.0’, ‘%’]",,23.0,50.0
249,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,46.58291199576001,cm3um/m2dayatm,1.8633164798304003,cm3/m2day,,,,,,,2.5e-05,m,,,,,polyethylene terephthalate,nanocomposite,OMMT,"[‘OMMT’, ‘2.0’, ‘%’]",,23.0,50.0
250,Improve the gas barrier property of PET film with montmorillonite by in situ interlayer polymerization,37.99687694544,cm3um/m2dayatm,1.5198750778176,cm3/m2day,,,,,,,2.5e-05,m,,,,,polyethylene terephthalate,nanocomposite,OMMT,"[‘OMMT’, ‘3.0’, ‘%’]",,23.0,50.0
251,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",,,,,,,305321.53388429753,g/m2day,182304.0,gum/m2daykPa,6.05e-05,m,25.0,°C,50.0,%,agar,individual,None,None,,25.0,50.0
252,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",,,,,,,286008.7164179105,g/m2day,170208.0,gum/m2daykPa,6.03e-05,m,25.0,°C,50.0,%,agar,blend,lignin,"[‘lignin’, ‘1.0’, ‘%’]",glycerol,25.0,50.0
253,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",,,,,,,270801.42716857616,g/m2day,163296.0,gum/m2daykPa,6.11e-05,m,25.0,°C,50.0,%,agar,blend,lignin,"[‘lignin’, ‘3.0’, ‘%’]",glycerol,25.0,50.0
254,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",,,,,,,271373.54816112085,g/m2day,152928.0,gum/m2daykPa,5.71e-05,m,25.0,°C,50.0,%,agar,blend,lignin,"[‘lignin’, ‘5.0’, ‘%’]",glycerol,25.0,50.0
255,"Effect of lignin on water vapor barrier, mechanical, and structural properties of agar-lignin composite films",,,,,,,231736.23529411765,g/m2day,132192.0,gum/m2daykPa,5.78e-05,m,25.0,°C,50.0,%,agar,blend,lignin,"[‘lignin’, ’10.0’, ‘%’]",glycerol,25.0,50.0
256,Oxygen permeability and mechanical properties of banana films,689.009967576,cm3um/m2dayatm,6.89009967576,cm3/m2day,,,,,,,0.0001,m,25.0,°C,0.0,%,methylcellulose,individual,None,None,,25.0,0.0
257,Oxygen permeability and mechanical properties of banana films,59781.74383944,cm3um/m2dayatm,597.8174383944,cm3/m2day,,,,,,,0.0001,m,23.0,°C,50.0,%,denatured whey protein isolate,individual,None,None,,23.0,50.0
258,Oxygen permeability and mechanical properties of banana films,79033.49319096,cm3um/m2dayatm,790.3349319096,cm3/m2day,,,,,,,0.0001,m,23.0,°C,50.0,%,whey protein isolate,individual,None,None,,23.0,50.0
259,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,5.2034722e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,individual,None,None,,38.0,90.0
260,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,4.58611109e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘1.0’, ‘%’]",,38.0,90.0
261,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,4.08634257e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘2.0’, ‘%’]",,38.0,90.0
262,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,3.70416665e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘3.0’, ‘%’]",,38.0,90.0
263,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,3.35138887e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘4.0’, ‘%’]",,38.0,90.0
264,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,3.14560184e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘5.0’, ‘%’]",,38.0,90.0
265,Water vapour permeability of poly(lactic acid) nanocomposites,,,,,,,2.96921295e-06,g/m2s,,,0.0006,m,38.0,°C,90.0,%,polylactic acid,nanocomposite,OMMT,"[‘OMMT’, ‘6.0’, ‘%’]",,38.0,90.0
266,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,969296.0255999999,cm3um/m2dayatm,9692.960255999998,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,individual,None,None,,30.0,50.0
267,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,801122.4648000001,cm3um/m2dayatm,8011.224648,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘1.0’, ‘%’]",,30.0,50.0
268,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,695893.6152,cm3um/m2dayatm,6958.936152,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘3.0’, ‘%’]",,30.0,50.0
269,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,692216.7335999999,cm3um/m2dayatm,6922.1673359999995,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘5.0’, ‘%’]",,30.0,50.0
270,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,732837.5207999999,cm3um/m2dayatm,7328.3752079999995,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘1.0’, ‘%’]",,30.0,50.0
271,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,619204.3704,cm3um/m2dayatm,6192.043704,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘3.0’, ‘%’]",,30.0,50.0
272,Synthesis of chain-extended organifier and properties of polyurethane clay nanocomposites,568165.752,cm3um/m2dayatm,5681.65752,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyurethane,nanocomposite,OMMT,"[‘OMMT’, ‘5.0’, ‘%’]",,30.0,50.0
273,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,,,,,3.375e-08,cm3cm/m2Pas,,,,,0.0001,,25.0,°C,,,polysulfone,individual,None,None,,25.0,50.0
274,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,,,,,4.950396e-08,cm3cm/m2Pas,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '10.0’, ‘%’]",,25.0,50.0
275,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,,,,,5.850468e-08,cm3cm/m2Pas,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '20.0’, ‘%’]",,25.0,50.0
276,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,,,,,1.1100888e-07,cm3cm/m2Pas,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '40.0’, ‘%’]",,25.0,50.0
277,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,643505.7563424,cm3um/m2dayatm,6435.057563423999,cm3/m2day,,,,,,,0.0001,,25.0,°C,,,polysulfone,individual,None,None,,25.0,50.0
278,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,919293.937632,cm3um/m2dayatm,9192.939376319999,cm3/m2day,,,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '10.0’, ‘%’]",,25.0,50.0
279,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,1116286.371144,cm3um/m2dayatm,11162.863711439999,cm3/m2day,,,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '20.0’, ‘%’]",,25.0,50.0
280,High permeability nano-composite membranes based on mesoporous MCM-41 nanoparticles in a polysulfone matrix,2232570.9913919996,cm3um/m2dayatm,22325.709913919996,cm3/m2day,,,,,,,0.0001,,25.0,°C,,,polysulfone,nanocomposite,silica,"[‘silica’, '40.0’, ‘%’]",,25.0,50.0
281,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,4052974.0608,cm3um/m2dayatm,40529.740608,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,microfibrillated cellulose,individual,None,None,,23.0,50.0
282,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,1013243515.1999999,cm3um/m2dayatm,10132435.151999999,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,polyethylene terephthalate,individual,None,None,,23.0,50.0
283,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,5066217576.0,cm3um/m2dayatm,50662175.76,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,polyethylene terephthalate,individual,None,None,,23.0,50.0
284,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,50662175760.0,cm3um/m2dayatm,506621757.6,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,polypropylene,individual,None,None,,23.0,50.0
285,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,101324351520.0,cm3um/m2dayatm,1013243515.2,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,polypropylene,individual,None,None,,23.0,50.0
286,The effect of pre-treatment and process conditions on the gas barrier properties of fibrillated cellulose films and coatings: A review,10.132435152,cm3um/m2dayatm,0.10132435152,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,polyvinylidene chloride,individual,None,None,,23.0,50.0
