Unnamed: 0,Doc,OP_Updated_Num,OP_Unit,OTR_Updated_Num,OTR_Unit,PCO2_Updated_Num,PCO2_Unit,WVTR_Updated_Num,WVTR_Unit,WVP_Updated_Num,WVP_Unit,thickness_Updated_Num,thickness_Unit,temperature_Updated_Num,temperature_Unit,RH_Updated_Num,RH_Unit,Base Material,Type,Secondary Material,Composition,Plasticizer,OTR_temperature_Num,OTR_RH_Num
98,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,,,,,,,22858.92,g/m2day,16243.199999999999,gum/m2daykPa,7.2e-05,m,25.0,°C,75.0,%,psyllium hydrocolloid,individual,None,None,"[‘GLY’, ’35.0’, ’%’]",25.0,75.0
99,Soluble soybean polysaccharide A new carbohydrate to make a biodegradable film for sustainable green packaging,,,,,,,10213.56,g/m2day,7257.599999999999,gum/m2daykPa,7.2e-05,m,25.0,°C,75.0,%,cellophane,individual,None,None,,25.0,75.0
100,Barrier and surface properties of chitosan-coated greaseproof paper,1600.000000000002,cm3um/m2dayatm,457.14285714285774,cm3/m2day,,,,,,,3.5e-06,m,23.0,°C,0.0,%,greaseproof paper,coated,chitosan,"[‘CS’, ’5.2’, ‘g/m2’]",,23.0,0.0
101,Barrier and surface properties of chitosan-coated greaseproof paper,1799.999999999997,cm3um/m2dayatm,514.2857142857134,cm3/m2day,,,,,,,3.5e-06,m,23.0,°C,0.0,%,greaseproof paper,coated,chitosan,"[‘CS’, ’5.2’, ‘g/m2’]",,23.0,0.0
102,Barrier and surface properties of chitosan-coated greaseproof paper,700.0000000000002,cm3um/m2dayatm,200.00000000000006,cm3/m2day,,,,,,,3.5e-06,m,23.0,°C,0.0,%,greaseproof paper,coated,chitosan,"[‘CS’, ’5.2’, ‘g/m2’]",,23.0,0.0
103,Barrier and surface properties of chitosan-coated greaseproof paper,0.0016000000000000022,cm3um/m2dayatm,1.6000000000000023e-05,cm3/m2day,,,,,,,0.0001,,27.0,°C,65.0,%,chitosan,indiviudal,None,None,,27.0,65.0
104,Barrier and surface properties of chitosan-coated greaseproof paper,,,,,8.11013332602279e-10,cm3cm/m2Pas,,,,,3.5e-06,m,23.0,°C,0.0,%,greaseproof paper,coated,chitosan,"[‘CS’, ’5.2’, ‘g/m2’]",,23.0,0.0
105,Barrier and surface properties of chitosan-coated greaseproof paper,,,,,9.709314e-10,cm3cm/m2Pas,,,,,3.5e-06,m,23.0,°C,0.0,%,greaseproof paper,coated,chitosan,"[‘CS’, ’5.2’, ‘g/m2’]",,23.0,0.0
106,Application of bioplastics for food packaging,,,,,,,3605.871886120768,g/m2day,711.7437722419478,gum/m2daykPa,2e-05,m,23.0,°C,75.0,%,paperboard,coated,PLA,"[‘PLA’, ’35.0’, ‘g/m2’]",,23.0,75.0
107,Application of bioplastics for food packaging,,,,,,,3125.08896797147,g/m2day,616.8446026097153,gum/m2daykPa,2e-05,m,23.0,°C,75.0,%,paperboard,coated,PLA,"[‘PLA’, ’35.0’, ‘g/m2’]",,23.0,75.0
108,Application of bioplastics for food packaging,,,,,,,48.07829181494556,g/m2day,9.489916963226362,gum/m2daykPa,2e-05,m,23.0,°C,75.0,%,paperboard,coated,"PLA, Al2O3","[[‘PLA’, ’35.0’, ‘g/m2’], [‘Al2O3’, ’25.0’, ‘nm’]]",,23.0,75.0
109,Application of bioplastics for food packaging,,,2.31481481481481e-10,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,paperboard,coated,"PLA, Al2O3","[[‘PLA’, ’35.0’, ‘g/m2’], [‘Al2O3’, ’25.0’, ‘nm’]]",,23.0,50.0
110,Application of bioplastics for food packaging,,,4.62962962962963e-08,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,paperboard,coated,PLA,"[‘PLA’, ’35.0’, ‘g/m2’]",,23.0,50.0
111,Application of bioplastics for food packaging,,,8.125e-08,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,polylactic acid,individual,None,None,,23.0,50.0
112,Application of bioplastics for food packaging,,,4.86111111111111e-08,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,paperboard,coated,PLA,"[‘PLA’, ’35.0’, ‘g/m2’]",,23.0,50.0
113,Application of bioplastics for food packaging,,,2.3148148148148102e-09,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,paperboard,coated,"PLA, Al2O3","[[‘PLA’, ’35.0’, ‘g/m2’], [‘Al2O3’, ’25.0’, ‘nm’]]",,23.0,50.0
114,Application of bioplastics for food packaging,,,1.38888888888889e-09,cm3/m2Pas,,,,,,,2e-05,m,23.0,°C,50.0,%,paperboard,coated,"PLA, Al2O3","[[‘PLA’, ’35.0’, ‘g/m2’], [‘Al2O3’, ’25.0’, ‘nm’]]",,23.0,50.0
115,Gas permeation properties of poly(lactic acid),,,,,0.013598844,cm3cm/m2Pas,,,,,0.0001,,30.0,°C,,,polylactic acid,individual,None,None,,30.0,50.0
116,Gas permeation properties of poly(lactic acid),,,,,0.000266644,cm3cm/m2Pas,,,,,0.0001,,30.0,°C,,,polyethylene terephthalate,individual,None,None,,30.0,50.0
117,Gas permeation properties of poly(lactic acid),385164378244.7912,cm3um/m2dayatm,3851643782.447912,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polylactic acid,individual,None,None,,30.0,50.0
118,Gas permeation properties of poly(lactic acid),4668659130.24,cm3um/m2dayatm,46686591.3024,cm3/m2day,,,,,,,0.0001,,30.0,°C,,,polyethylene terephthalate,individual,None,None,,30.0,50.0
119,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,6.779e-14,molm/m2Pas,,,,,7.35e-05,m,20.0,°C,90.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,90.0
120,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,1.84e-15,molm/m2Pas,,,,,7.35e-05,m,20.0,°C,70.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,70.0
121,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,2.7242e-14,molm/m2Pas,,,,,7.35e-05,m,20.0,°C,0.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,0.0
122,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,7.4e-18,molm/m2Pas,,,,,0.0001,,20.0,°C,0.0,%,wheat gluten,individual,None,None,,20.0,0.0
123,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,,,,,1.27e-11,molm/m2Pas,7.35e-05,m,25.0,°C,100.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,25.0,100.0
124,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,8.512e-15,molm/m2Pas,,,,,,,,,7.35e-05,m,20.0,°C,90.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,90.0
125,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,2.7242e-14,molm/m2Pas,,,,,,,,,7.35e-05,m,20.0,°C,0.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,0.0
126,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,2.22e-15,molm/m2Pas,,,,,,,,,7.35e-05,m,20.0,°C,70.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,70.0
127,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,2.16e-15,molm/m2Pas,,,,,,,,,7.35e-05,m,20.0,°C,0.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,20.0,0.0
128,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,1.24e-18,molm/m2Pas,,,,,,,,,0.0001,,20.0,°C,0.0,%,wheat gluten,individual,None,None,,20.0,0.0
129,Gas transfer properties of wheat gluten coated paper adapted to eMAP of fresh parsley,,,,,,,,,3.7e-11,molm/m2Pas,7.35e-05,m,25.0,°C,100.0,%,paper,coated,wheat gluten,"[‘WG’, ’20.7’, ‘g/m2’]",,25.0,100.0
130,Antiplasticisation and oxygen permeability of starch–sorbitol films,13.13172,cm3um/m2dayatm,0.02626344,cm3/m2day,,,,,,,0.0005,m,20.0,°C,57.0,%,starch,individual,None,None,"[‘sorbitol’,’8.8’, ‘wt%’]",20.0,57.0
131,Antiplasticisation and oxygen permeability of starch–sorbitol films,125.189064,cm3um/m2dayatm,0.250378128,cm3/m2day,,,,,,,0.0005,m,20.0,°C,57.0,%,starch,individual,None,None,"[‘sorbitol’,’0.0’, ‘wt%’]",20.0,57.0
132,Antiplasticisation and oxygen permeability of starch–sorbitol films,376.44264,cm3um/m2dayatm,0.75288528,cm3/m2day,,,,,,,0.0005,m,20.0,°C,90.0,%,starch,individual,None,None,"[‘sorbitol’,’8.8’, ‘wt%’]",20.0,90.0
133,Antiplasticisation and oxygen permeability of starch–sorbitol films,27.138887999999998,cm3um/m2dayatm,0.05427777599999999,cm3/m2day,,,,,,,0.0005,m,20.0,°C,57.0,%,starch,individual,None,None,"[‘sorbitol’,’21.0’, ‘wt%’]",20.0,57.0
134,Antiplasticisation and oxygen permeability of starch–sorbitol films,10.505376,cm3um/m2dayatm,0.021010752,cm3/m2day,,,,,,,0.0005,m,20.0,°C,0.0,%,EVOH,individual,None,None,,20.0,0.0
135,Antiplasticisation and oxygen permeability of starch–sorbitol films,126.93996000000001,cm3um/m2dayatm,0.25387992000000004,cm3/m2day,,,,,,,0.0005,m,20.0,°C,57.0,%,starch,individual,None,None,"[‘sorbitol’,’24.3’, ‘wt%’]",20.0,57.0
136,Antiplasticisation and oxygen permeability of starch–sorbitol films,32.391576,cm3um/m2dayatm,0.064783152,cm3/m2day,,,,,,,0.0005,m,20.0,°C,,,starch,individual,None,None,"[‘sorbitol’,’0.0’, ‘wt%’]",20.0,50.0
137,Antiplasticisation and oxygen permeability of starch–sorbitol films,875448.0,cm3um/m2dayatm,1750.896,cm3/m2day,,,,,,,0.0005,m,20.0,°C,,,starch,individual,None,None,"[‘sorbitol’,’28.0’, ‘wt%’]",20.0,50.0
138,Antiplasticisation and oxygen permeability of starch–sorbitol films,81819.37008000001,cm3um/m2dayatm,163.63874016000003,cm3/m2day,,,,,,,0.0005,m,20.0,°C,90.0,%,starch,individual,None,None,"[‘sorbitol’,’28.0’, ‘wt%’]",20.0,90.0
139,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,47592.53672727273,g/m2day,5166.72,gum/m2daykPa,1.1e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’1.5’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
140,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,26469.42776470588,g/m2day,4440.96,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
141,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,22761.647999999997,g/m2day,4268.16,gum/m2daykPa,1.9e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’4.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
142,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,17609.973230769232,g/m2day,4518.72,gum/m2daykPa,2.6e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’5.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
143,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,19150.425,g/m2day,4536.0,gum/m2daykPa,2.4e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’6.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
144,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,42313.32,g/m2day,10022.4,gum/m2daykPa,2.4e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’75.0’, ‘%’]]","[‘PEG400’,’0.66’,’%’]",25.0,50.0
145,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,40319.244000000006,g/m2day,7162.56,gum/m2daykPa,1.8e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’67.0’, ‘%’]]","[‘PEG400’,’0.66’,’%’]",25.0,50.0
146,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,36331.092,g/m2day,6454.08,gum/m2daykPa,1.8e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]","[‘PEG400’,’0.66’,’%’]",25.0,50.0
147,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,38365.221176470586,g/m2day,6436.8,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’25.0’, ‘%’]]","[‘PEG400’,’0.66’,’%’]",25.0,50.0
148,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,38136.7035,g/m2day,6022.08,gum/m2daykPa,1.6e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’0.0’, ‘%’]]","[‘PEG400’,’0.66’,’%’]",25.0,50.0
149,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,41336.370782608705,g/m2day,9383.04,gum/m2daykPa,2.3e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’75.0’, ‘%’]]",,25.0,50.0
150,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,34914.92611764706,g/m2day,5857.92,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’67.0’, ‘%’]]",,25.0,50.0
151,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,26469.42776470588,g/m2day,4440.96,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’50.0’, ‘%’]]",,25.0,50.0
152,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,21834.70305882353,g/m2day,3663.3599999999997,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’25.0’, ‘%’]]",,25.0,50.0
153,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,13540.262400000001,g/m2day,2004.48,gum/m2daykPa,1.5e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’0.0’, ‘%’]]",,25.0,50.0
154,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,40544.1855,g/m2day,6402.24,gum/m2daykPa,1.6e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’0.0’, ‘%’]]","[‘PEG1450’,’0.66’,’%’]",25.0,50.0
155,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,40051.74600000001,g/m2day,6324.4800000000005,gum/m2daykPa,1.6e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’0.0’, ‘%’]]","[‘PEG4000’,’0.66’,’%’]",25.0,50.0
156,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,34348.45976470588,g/m2day,5762.88,gum/m2daykPa,1.7e-05,m,25.0,°C,50.0,%,methylcellulose,individual,None,"[[‘MC’, ’3.0’, ’%’], [‘EtOH’, ’0.0’, ‘%’]]","[‘PEG8000’,’0.66’,’%’]",25.0,50.0
157,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,76.163976,g/m2day,75.168,gum/m2daykPa,0.0001,,,,,,LDPE,individual,None,None,,23.0,50.0
158,"Water vapor permeability, tensile properties and solubility of methylcellulose-based edible films",,,,,,,19.259856,g/m2day,19.008,gum/m2daykPa,0.0001,,,,,,HDPE,individual,None,None,,23.0,50.0
159,Barrier and mechanical properties of carrot puree films,1774.5330960000001,cm3um/m2dayatm,17.74533096,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’, ’0.3’, ’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’6.30’, ‘%’]",23.0,50.0
160,Barrier and mechanical properties of carrot puree films,1582.809984,cm3um/m2dayatm,15.82809984,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’5.04’, ’%’]",23.0,50.0
161,Barrier and mechanical properties of carrot puree films,1300.9157280000002,cm3um/m2dayatm,13.009157280000002,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’3.78’, ’%’]",23.0,50.0
162,Barrier and mechanical properties of carrot puree films,1203.741,cm3um/m2dayatm,12.03741,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’2.52’, ‘%’]",23.0,50.0
163,Barrier and mechanical properties of carrot puree films,1144.210536,cm3um/m2dayatm,11.442105360000001,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’1.26’, ‘%’]",23.0,50.0
164,Barrier and mechanical properties of carrot puree films,1100.438136,cm3um/m2dayatm,11.00438136,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[’GLY’, ’0’, ’%’]",23.0,50.0
165,Barrier and mechanical properties of carrot puree films,,,,,,,580509.5688,g/m2day,572918.4,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’6.30’, ‘%’]",25.0,50.0
166,Barrier and mechanical properties of carrot puree films,,,,,,,427743.89280000003,g/m2day,422150.39999999997,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’5.04’, ’%’]",25.0,50.0
167,Barrier and mechanical properties of carrot puree films,,,,,,,248977.4112,g/m2day,245721.6,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’3.78’, ’%’]",25.0,50.0
168,Barrier and mechanical properties of carrot puree films,,,,,,,202053.3984,g/m2day,199411.19999999998,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’2.52’, ‘%’]",25.0,50.0
169,Barrier and mechanical properties of carrot puree films,,,,,,,185770.06559999997,g/m2day,183340.8,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’, ’1.26’, ‘%’]",25.0,50.0
170,Barrier and mechanical properties of carrot puree films,,,,,,,154166.3928,g/m2day,152150.4,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[’GLY’, ’0’, ’%’]",25.0,50.0
171,Barrier and mechanical properties of carrot puree films,1208.993688,cm3um/m2dayatm,12.08993688,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.5’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
172,Barrier and mechanical properties of carrot puree films,1135.456056,cm3um/m2dayatm,11.35456056,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.4’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
173,Barrier and mechanical properties of carrot puree films,1223.0008559999999,cm3um/m2dayatm,12.230008559999998,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
174,Barrier and mechanical properties of carrot puree films,1171.349424,cm3um/m2dayatm,11.71349424,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.2’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
175,Barrier and mechanical properties of carrot puree films,1295.66304,cm3um/m2dayatm,12.9566304,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’,’3.0’,’%’], [‘gelatin’,’0.1’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
176,Barrier and mechanical properties of carrot puree films,1275.527736,cm3um/m2dayatm,12.755277360000001,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.0’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
177,Barrier and mechanical properties of carrot puree films,,,,,,,251428.66559999998,g/m2day,248140.8,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.5’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
178,Barrier and mechanical properties of carrot puree films,,,,,,,211333.14720000004,g/m2day,208569.6,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.4’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
179,Barrier and mechanical properties of carrot puree films,,,,,,,188746.5888,g/m2day,186278.4,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
180,Barrier and mechanical properties of carrot puree films,,,,,,,237333.9528,g/m2day,234230.4,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.2’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
181,Barrier and mechanical properties of carrot puree films,,,,,,,303692.9112,g/m2day,299721.6,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’],  [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.1’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
182,Barrier and mechanical properties of carrot puree films,,,,,,,335121.49439999997,g/m2day,330739.19999999995,gum/m2daykPa,0.0001,,25.0,°C,,,carrot puree,blend,gelatin,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.0’,’%’]]","[‘GLY’,’3.78’, ‘%’]",25.0,50.0
183,Barrier and mechanical properties of carrot puree films,1189.733832,cm3um/m2dayatm,11.89733832,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’1.0’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
184,Barrier and mechanical properties of carrot puree films,1201.990104,cm3um/m2dayatm,12.01990104,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.7’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
185,Barrier and mechanical properties of carrot puree films,1204.616448,cm3um/m2dayatm,12.04616448,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.5’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
186,Barrier and mechanical properties of carrot puree films,1223.876304,cm3um/m2dayatm,12.238763039999998,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.3’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
187,Barrier and mechanical properties of carrot puree films,1247.5134,cm3um/m2dayatm,12.475134,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.1’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
188,Barrier and mechanical properties of carrot puree films,1272.025944,cm3um/m2dayatm,12.72025944,cm3/m2day,,,,,,,0.0001,,23.0,°C,50.0,%,carrot puree,blend,CMC,"[[‘CMC’,’0.0’,’%’], [‘corn starch’, ’3.0’,’%’], [‘gelatin’,’0.3’,’%’]]","[‘GLY’,’3.78’, ‘%’]",23.0,50.0
